"","pitch_type","release_speed","pitcher","description","balls","strikes","plate_x","plate_z","home_score","away_score"
"25112","FT",92.9,467100,"called_strike",0,0,0.6181,1.8291,2,0
"25113","SL",83.8,547888,"ball",1,1,1.8371,0.677,1,1
"25115","FF",91.2,572140,"called_strike",0,0,-0.0952,2.4761,0,1
"25116","SI",88.1,450729,"ball",0,0,0.1074,0.9384,1,0
"25117","FF",94.7,605483,"ball",0,1,1.5137,2.9865,0,0
"25118","FF",95.1,592314,"called_strike",0,0,-0.3766,3.1494,0,1
"25119","FF",92.1,456701,"called_strike",0,0,0.0237,1.4612,0,1
"25121","FF",89.9,456501,"called_strike",2,0,0.5264,2.3487,0,0
"25122","SI",87.9,543294,"called_strike",1,0,0.4953,2.6391,0,0
"25123","SL",79.5,468504,"ball",0,0,2.6627,0.2178,3,2
"25124","SI",87.6,543294,"ball",0,0,1.0987,1.8044,0,0
"25127","SL",82.9,547888,"ball",0,1,1.3507,1.697,1,1
"25128","SL",85.2,456501,"ball",1,0,0.867,3.2662,0,0
"25130","FF",93.3,456701,"ball",3,1,1.2847,0.8819,0,1
"25135","FF",92.5,592662,"called_strike",0,0,-0.8303,2.2236,5,2
"25136","SI",88.2,543294,"ball",3,2,1.0775,1.559,0,0
"25139","CH",86.7,467100,"ball",0,0,0.3582,1.2368,2,0
"25140","FF",92.5,592314,"ball",1,0,-0.7592,1.5603,0,1
"25143","FT",89.2,456501,"ball",0,0,-1.2042,2.4415,0,0
"25144","FS",86.1,456701,"ball",2,1,-1.8718,3.0999,0,1
"25145","SL",79.6,640455,"ball",0,0,-1.3138,1.3136,0,1
"25147","FF",89.7,468504,"ball",0,0,-1.257,2.6018,3,2
"25148","FF",92.1,592314,"ball",0,0,0.8869,2.1055,0,1
"25149","FF",92.6,456701,"called_strike",2,0,-0.2703,2.0424,0,1
"25154","FF",93.8,592662,"called_strike",0,2,-1.0141,2.5618,5,2
"25155","FF",94,605483,"ball",1,0,1.3134,4.8889,0,0
"25156","FT",92.3,592717,"ball",0,2,-0.7279,0.7137,1,1
"25158","SL",83.3,592662,"called_strike",0,1,-0.2222,2.334,5,2
"25159","CH",86.6,605483,"ball",0,0,0.0654,0.7578,0,0
"25162","CH",79.9,543294,"ball",2,1,-1.4046,1.2402,0,0
"25165","FT",93.1,456701,"ball",1,0,0.5526,1.2315,0,1
"25166","FT",91,456501,"called_strike",0,0,0.3955,2.3988,0,0
"25167","SI",88.1,543294,"called_strike",2,0,-0.8839,2.4937,0,0
"25168","KC",77.5,456701,"ball",0,0,-1.6236,4.6559,0,1
"25169","FF",94.1,592662,"called_strike",0,0,0.7295,3.2036,5,2
"25173","SL",80.4,468504,"called_strike",2,1,-0.2096,2.0061,2,2
"25180","FF",95.1,601713,"ball",2,2,-0.9525,3.5921,0,1
"25181","SI",87.8,543294,"ball",1,0,-1.1629,3.2964,0,0
"25182","SL",78.7,468504,"ball",1,1,-0.7631,2.9818,2,2
"25185","FF",95.6,592717,"called_strike",0,0,0.0881,2.698,1,1
"25186","CH",79.3,456501,"ball",1,0,-1.0875,3.4909,0,0
"25187","FT",90.3,572971,"ball",0,0,0.6198,0.9499,1,0
"25190","SL",78.7,468504,"ball",0,1,0.4444,1.5142,2,2
"25192","FF",92.2,467100,"called_strike",3,0,-0.064,2.5369,2,0
"25194","FC",88.8,456034,"ball",1,1,-1.0454,1.6079,0,0
"25195","FF",91,640455,"called_strike",1,0,0.1598,2.8788,0,1
"25196","FT",94.4,601713,"ball",1,2,-0.6559,3.989,0,1
"25197","SL",86,456501,"ball",0,0,1.6588,2.8581,0,0
"25198","SI",88.6,543294,"ball",0,0,1.2892,0.6663,0,0
"25199","FF",92.4,456701,"ball",1,2,0.8034,2.2466,0,1
"25200","SI",87.8,543294,"called_strike",3,2,1.0055,1.8687,0,0
"25201","FT",90.2,468504,"called_strike",0,0,0.7824,2.6018,2,2
"25202","SL",84.2,592662,"called_strike",1,1,-0.8686,1.2289,5,2
"25204","FF",91.9,467100,"ball",2,0,-1.3228,2.8185,2,0
"25206","FF",90.4,640455,"ball",0,0,-0.9635,2.6608,0,1
"25207","FF",93.2,456034,"called_strike",1,0,0.5543,2.9381,0,0
"25211","FT",92.7,467100,"ball",1,0,-1.6264,2.4885,2,0
"25212","FF",94.7,601713,"ball",0,1,-1.3398,3.034,0,1
"25214","CH",79.8,543294,"ball",2,2,1.4211,0.7357,0,0
"25216","FT",93.9,456034,"ball",0,0,1.37,2.0958,0,0
"25217","FT",89.9,622072,"called_strike",0,1,0.86,1.878,0,0
"25219","FT",89.2,572971,"called_strike",1,0,0.6873,1.814,1,0
"25220","FT",95.3,592717,"ball",1,0,-1.3108,2.1456,1,1
"25221","SL",82.8,592662,"ball",0,1,-0.3948,3.9243,5,2
"25223","FF",93.7,592662,"called_strike",0,0,-0.4872,2.4202,5,2
"25225","FT",89.9,468504,"ball",1,0,-1.332,1.7414,0,2
"25226","FT",89.2,572971,"ball",0,0,-0.0581,0.7026,1,0
"25228","CH",90.4,592717,"ball",0,0,-1.2819,1.929,1,1
"25233","FT",89.7,468504,"ball",0,0,0.2259,1.1263,0,2
"25237","SL",87.9,456701,"ball",0,1,1.703,0.9672,0,1
"25238","SI",86.2,543294,"called_strike",2,0,0.5271,2.0584,0,0
"25244","SI",87.2,543294,"ball",1,0,0.2261,3.6167,0,0
"25245","FT",89,572971,"called_strike",0,0,0.0105,2.9514,0,0
"25246","FT",91.5,622072,"called_strike",3,1,-0.4785,1.3209,0,0
"25247","FF",93.2,467100,"ball",1,1,0.1363,3.752,1,0
"25248","FF",91.8,592662,"called_strike",0,0,0.7122,2.2456,5,0
"25249","FF",90.1,640455,"ball",0,0,1.0709,3.1489,0,1
"25251","CH",90,592717,"called_strike",1,1,-0.8239,1.5279,1,1
"25252","FT",93.3,456034,"called_strike",2,2,-0.8843,2.2138,0,0
"25253","FT",93.4,601713,"called_strike",0,0,0.5179,2.2601,0,1
"25254","FF",92.2,456701,"called_strike",0,0,0.2576,1.6844,0,1
"25256","FT",88.2,468504,"called_strike",0,0,-0.6487,2.0199,0,2
"25257","KC",84.1,622072,"ball",2,1,-1.4838,1.3943,0,0
"25258","SI",87.7,543294,"ball",0,0,0.2626,3.5974,0,0
"25261","FC",89.6,456034,"ball",1,2,-0.4039,0.829,0,0
"25262","FT",94.4,592717,"called_strike",1,0,-0.8653,2.7479,1,1
"25264","FF",91.9,592662,"ball",3,1,0.7533,4.0643,5,0
"25266","SL",83.4,592662,"ball",2,1,-1.2545,2.4142,5,0
"25267","CU",77.5,572140,"called_strike",2,1,-0.8671,2.2848,0,1
"25268","CH",80.5,572971,"ball",1,2,-1.1527,1.6815,0,0
"25269","CH",83.9,622072,"ball",1,1,-0.224,1.0913,0,0
"25270","KC",80.2,601713,"ball",1,1,0.6821,-0.273,0,1
"25271","FF",93.6,592717,"ball",0,0,-1.1295,3.7975,1,1
"25272","FF",92.3,467100,"ball",0,0,1.1902,2.0182,1,0
"25277","SI",87.2,543294,"called_strike",2,0,0.6727,2.6919,0,0
"25279","KC",81.7,622072,"ball",0,1,-1.2532,1.5764,0,0
"25281","FC",88.1,456034,"ball",0,1,-1.6989,1.1035,0,0
"25282","FT",94.3,572140,"ball",1,1,1.5118,2.9421,0,1
"25283","FF",93.5,453286,"called_strike",1,0,-0.0544,2.5908,0,1
"25284","SI",90.2,664192,"called_strike",0,0,0.6123,2.1146,0,2
"25285","FF",95.1,601713,"ball",0,1,0.9714,3.4312,0,1
"25286","SL",82.8,592662,"ball",1,1,-2.0151,1.7078,5,0
"25287","FT",89.2,572971,"called_strike",1,1,-0.4631,2.3201,0,0
"25288","SI",87.3,543294,"ball",1,0,1.0052,1.3897,0,0
"25291","KC",83.2,622072,"called_strike",0,0,-0.6046,1.5623,0,0
"25292","FC",85.8,572971,"ball",0,1,-1.2609,2.9443,0,0
"25294","CU",79.3,572140,"ball",0,1,-1.1843,1.4958,0,1
"25297","FT",92.9,467100,"called_strike",0,0,0.3746,2.4851,0,0
"25298","SL",84.7,453286,"ball",0,0,1.8038,1.4601,0,1
"25299","SI",86.8,543294,"ball",0,0,0.2783,0.6835,0,0
"25304","CU",77.3,572140,"called_strike",0,0,0.5898,1.7794,0,1
"25307","FF",96.7,592314,"called_strike",2,2,-0.9722,2.3395,0,1
"25308","",NA,592662,"ball",0,0,NA,NA,5,0
"25309","FT",87.5,572971,"called_strike",0,0,0.4467,2.1869,0,0
"25310","FF",94.4,605483,"called_strike",0,0,0.9134,2.5979,0,0
"25311","FF",97.5,592314,"ball",1,2,-0.26,4.5993,0,1
"25313","KC",83.1,622072,"ball",1,2,-1.5429,0.6189,0,0
"25315","SI",89.9,664192,"ball",0,0,-0.3684,1.2314,0,2
"25316","CU",77.7,467100,"ball",1,1,1.3794,0.6192,0,0
"25320","FF",93.7,453286,"ball",1,2,-0.4318,3.9554,0,1
"25322","CU",77.8,467100,"ball",0,1,-0.4665,3.476,0,0
"25324","FC",84.4,450729,"ball",1,1,1.4754,3.1507,0,0
"25326","FF",92.4,542881,"ball",0,1,0.65,1.1815,5,0
"25327","FC",88.9,453286,"called_strike",1,1,-0.2605,3.0363,0,1
"25329","FT",89.8,622072,"ball",0,2,0.6785,2.6964,0,0
"25330","CU",80.6,592314,"called_strike",1,1,-0.6221,2.1873,0,1
"25331","FF",92.9,592761,"ball",0,2,1.4279,2.9776,0,0
"25333","CU",80.3,592314,"ball",0,1,0.5568,1.1398,0,1
"25334","CU",74.3,572140,"ball",0,0,-1.1612,1.5609,0,1
"25337","FF",95.3,605483,"ball",0,0,1.1912,3.0343,0,0
"25339","FF",91.8,542881,"called_strike",0,0,0.7677,2.8011,5,0
"25340","FF",91,467100,"called_strike",0,0,0.022,2.3133,0,0
"25341","SI",87.9,450729,"called_strike",1,0,-0.1653,2.5043,0,0
"25342","FF",92.8,453286,"ball",0,1,-0.4356,4.2032,0,1
"25343","FF",96.7,592314,"called_strike",0,0,-0.7086,3.1096,0,1
"25346","CU",72.1,450729,"ball",0,0,0.34,1.3767,0,0
"25351","SI",89,664192,"called_strike",3,0,0.2267,2.8756,0,2
"25360","SI",90.8,664192,"ball",2,0,1.7042,1.9019,0,2
"25363","SL",84.2,547888,"called_strike",2,1,0.6199,1.5411,1,1
"25364","FF",90.8,519455,"ball",1,2,0.41,3.7775,0,0
"25366","CH",82.3,542881,"called_strike",1,0,0.6231,2.3505,2,0
"25367","SL",83.1,547888,"ball",1,1,1.2616,2.3607,1,1
"25369","SL",85.8,605483,"ball",0,0,-0.5189,3.9965,0,0
"25370","CH",83.8,592761,"ball",1,1,1.8128,2.8308,0,0
"25371","CH",81.4,664192,"ball",1,0,0.9991,0.2739,0,2
"25372","SL",84.1,592314,"called_strike",1,1,-0.0199,3.0654,0,1
"25373","FF",93.7,453286,"ball",1,2,-1.3901,4.8682,0,1
"25374","FC",85.9,450729,"called_strike",1,1,0.6677,3.1317,0,0
"25376","FF",92.1,572140,"ball",2,0,-1.0314,1.1889,0,1
"25377","SI",88.7,450729,"called_strike",1,0,-0.8902,2.5522,0,0
"25378","SL",82.3,547888,"called_strike",1,0,0.5886,2.7934,1,1
"25379","FC",88.4,453286,"ball",0,2,1.8069,1.5193,0,1
"25380","FF",91,542881,"ball",0,0,-1.2025,2.9179,2,0
"25382","FT",90.9,456501,"called_strike",0,0,-0.28,1.5828,0,0
"25384","SL",85.4,592314,"ball",0,1,0.105,1.2713,0,1
"25385","SI",90.8,664192,"ball",0,0,1.4226,2.9515,0,2
"25389","SI",89.3,450729,"ball",0,0,-0.8143,3.9087,0,0
"25390","FF",91.7,572140,"ball",1,0,-1.1106,2.5244,0,1
"25392","CU",77.3,547888,"ball",0,0,-0.0769,3.4513,1,1
"25395","FF",90.7,519455,"ball",0,0,-0.47,3.5182,0,0
"25396","SL",80.4,592761,"ball",0,0,1.1932,4.1818,0,0
"25400","SL",83.5,592314,"called_strike",2,2,0.4654,1.6046,0,1
"25403","",NA,572140,"ball",0,0,NA,NA,0,1
"25407","FT",91.1,456501,"called_strike",2,1,-0.7588,1.7849,0,0
"25409","FF",91.5,542881,"ball",1,1,-1.3687,1.9742,2,0
"25412","FT",91.6,456034,"ball",1,1,0.727,0.7889,0,0
"25418","CH",83.1,456501,"called_strike",2,0,-0.5059,2.1944,0,0
"25420","FT",92.9,456034,"called_strike",1,0,-0.3345,2.3124,0,0
"25421","CH",79.9,664192,"ball",1,1,1.2064,3.1343,0,2
"25422","SI",88.2,450729,"ball",2,2,-0.5394,1.0058,0,0
"25424","FF",90.3,519455,"called_strike",0,0,0.8709,2.7316,0,0
"25425","FF",92.5,453286,"ball",0,0,-1.3927,3.7187,0,1
"25426","SL",86.3,592314,"called_strike",2,0,0.3817,2.3698,0,1
"25428","SL",86.6,456501,"ball",1,0,1.3422,2.1879,0,0
"25434","FF",93.9,592761,"ball",0,2,-1.1345,3.2509,0,0
"25435","FF",92.6,456034,"ball",0,0,-1.5253,2.6315,0,0
"25436","FT",96.7,592314,"ball",1,0,0.8269,1.5231,0,1
"25439","FF",90.3,456501,"ball",0,0,1.3994,2.6232,0,0
"25442","FF",91.3,542881,"ball",3,1,-1.1369,1.0188,2,0
"25444","SI",90.1,664192,"ball",0,0,1.0572,1.7425,0,2
"25445","FF",91.7,547888,"called_strike",0,0,-1.0489,1.7773,0,1
"25447","FF",96.2,592314,"ball",0,0,1.0553,2.3969,0,1
"25452","FT",93,456701,"called_strike",2,0,-0.1268,1.8517,0,1
"25453","FC",88.2,542881,"ball",2,1,-0.3703,1.3303,2,0
"25454","FT",93.2,467100,"called_strike",1,1,0.6142,1.9568,0,0
"25455","FF",90.6,640455,"ball",0,0,-1.2519,2.2822,0,1
"25458","FF",92.9,592761,"called_strike",0,0,0.4469,2.8125,0,0
"25459","FT",89.8,456501,"ball",1,2,0.8816,2.6898,0,0
"25463","FT",91.2,456701,"ball",1,0,-1.4642,2.7757,0,1
"25466","CH",81.9,542881,"ball",1,1,-0.4357,0.922,2,0
"25467","SL",85.6,592314,"ball",0,2,2.0568,-0.2466,0,0
"25468","FT",90.5,468504,"called_strike",0,0,-0.8351,3.2307,0,2
"25470","CH",91,592717,"called_strike",0,1,-0.9899,2.6257,0,1
"25472","FT",92.8,456701,"ball",0,0,0.21,0.0829,0,1
"25474","FC",86.9,456034,"called_strike",0,0,-0.6007,2.5252,0,0
"25475","FT",95.9,592717,"called_strike",0,0,-0.7467,2.0565,0,1
"25476","FT",94,467100,"ball",0,0,0.5812,0.9386,0,0
"25477","FT",95,592314,"called_strike",0,1,-0.2025,1.8494,0,0
"25482","FF",87.5,543294,"ball",0,1,1.7592,3.4278,0,0
"25486","CU",82,605483,"ball",1,2,-1.0721,0.0643,0,0
"25487","FT",88.4,468504,"ball",0,0,-2.5796,2.7611,0,2
"25488","FF",92.3,640455,"ball",1,0,1.0477,2.8511,0,1
"25491","FF",95.7,592314,"called_strike",0,0,0.8668,2.3684,0,0
"25492","FC",83.3,450729,"ball",0,1,1.4548,2.6525,0,0
"25494","FT",88.1,456501,"ball",0,1,-1.2122,2.8311,0,0
"25495","CH",82.8,542881,"ball",0,0,-1.1782,1.7156,2,0
"25496","FF",92,456701,"ball",0,1,-1.6697,2.2969,0,1
"25498","FF",94.3,467100,"ball",0,2,-1.29,1.0387,0,0
"25500","SI",88.4,450729,"called_strike",0,0,-1.0786,1.8614,0,0
"25501","FF",95.2,605483,"ball",0,2,-0.2125,4.3541,0,0
"25502","FF",91.3,640455,"ball",0,0,1.4695,2.7627,0,1
"25506","FT",96.4,592717,"called_strike",2,0,0.7259,2.1947,0,0
"25508","FT",95.4,592717,"ball",1,0,1.2054,1.3488,0,0
"25509","SL",78,468504,"ball",1,2,-0.1008,0.9686,0,2
"25511","SI",87.4,543294,"called_strike",2,1,0.557,3.0345,0,0
"25515","SI",88.9,450729,"ball",3,0,1.9662,1.2418,0,0
"25518","FF",96.4,601713,"ball",2,2,0.6535,3.6183,0,0
"25519","FT",93.5,467100,"called_strike",0,0,-0.5376,2.5096,0,0
"25520","KC",81.1,601713,"ball",1,2,0.0148,-0.0344,0,0
"25522","FF",96.1,605483,"called_strike",0,0,-0.86,2.5637,0,0
"25523","CH",83.2,450729,"ball",2,0,-0.9259,3.3398,0,0
"25525","FT",94.4,592717,"ball",0,0,-1.1592,1.6123,0,0
"25526","SL",85.8,456701,"ball",1,1,1.9495,1.0666,0,1
"25528","SI",88.4,543294,"ball",1,1,-1.8432,3.4645,0,0
"25532","FF",95.5,601713,"ball",0,2,0.3465,4.2223,0,0
"25533","SI",87.2,543294,"called_strike",1,0,0.1895,3.1773,0,0
"25534","FT",90.2,622072,"called_strike",0,1,0.9285,1.7714,0,0
"25536","FF",91.8,640455,"ball",0,1,1.6679,2.3874,0,1
"25539","FC",85.7,450729,"ball",1,0,1.5032,1.0498,0,0
"25540","SL",84.9,456701,"ball",0,1,1.3509,-0.1431,0,1
"25542","FT",94.9,467100,"ball",1,2,1.4472,1.3208,0,0
"25543","FF",90,640455,"called_strike",0,0,0.2057,2.5816,0,1
"25544","FF",90.8,468504,"ball",0,1,1.3589,2.7789,0,2
"25545","FF",94.4,605483,"called_strike",0,0,0.3501,3.4288,0,0
"25546","SI",87.2,543294,"ball",0,0,1.5031,1.9974,0,0
"25547","SI",88.2,450729,"ball",0,0,0.1653,1.2569,0,0
"25549","FC",88,542881,"ball",2,2,1.6218,1.4296,0,0
"25550","FF",92.1,456701,"called_strike",0,0,0.1747,2.3631,0,1
"25551","FF",95,592717,"ball",2,2,0.7173,3.0829,0,0
"25554","FF",92.6,467100,"ball",0,2,-1.1959,3.9541,0,0
"25562","FF",91.8,542881,"ball",1,2,-2.1503,1.8018,0,0
"25563","CU",77.2,572140,"ball",1,1,-1.7447,0.5312,0,1
"25564","SI",88,543294,"ball",0,1,-1.1605,4.5842,0,0
"25567","FC",86.8,542881,"called_strike",1,1,0.1097,2.6617,0,0
"25568","FT",93.6,467100,"called_strike",0,1,0.1636,3.2356,0,0
"25570","FF",95,453286,"called_strike",0,0,-1.003,2.659,0,1
"25571","FF",95.2,605483,"ball",1,0,-0.0269,4.4639,0,0
"25572","FT",90,622072,"ball",2,0,1.5393,2.5436,0,0
"25574","KC",82.1,622072,"ball",1,0,-0.9,2.3372,0,0
"25575","FF",94.3,605483,"ball",0,0,1.3777,3.1385,0,0
"25576","FF",87.9,543294,"called_strike",0,0,-0.6508,2.3372,0,0
"25577","FT",91.8,572140,"ball",0,1,1.0967,2.8709,0,1
"25578","FF",95.8,601713,"called_strike",0,1,0.8149,2.3465,0,0
"25579","FF",90.6,542881,"ball",0,1,-0.0819,3.5449,0,0
"25580","CU",78.2,467100,"called_strike",0,0,0.0558,2.1988,0,0
"25581","FT",91.5,572971,"ball",1,2,-0.549,0.6807,0,0
"25582","SL",80.3,468504,"ball",1,1,1.5755,0.5635,0,2
"25586","FT",92.2,456034,"called_strike",0,2,-0.7802,2.7919,0,0
"25587","FT",95.8,592717,"ball",0,0,0.6191,1.4341,0,0
"25588","SL",85.8,453286,"ball",0,2,1.148,1.148,0,1
"25589","FT",90.4,622072,"ball",0,0,-0.395,0.4305,0,0
"25591","FT",92.5,467100,"ball",3,1,-1.4877,3.6623,0,0
"25598","SI",88,543294,"ball",0,2,0.8325,1.1269,0,0
"25602","FF",92.5,467100,"called_strike",3,0,0.0758,2.981,0,0
"25604","FT",91.9,468504,"ball",0,0,0.9693,1.8903,0,2
"25605","CH",84.7,456034,"called_strike",0,1,0.9642,1.7923,0,0
"25609","SI",88.1,543294,"called_strike",0,1,0.6828,3.3569,0,0
"25610","FF",93,467100,"ball",2,0,1.076,2.3379,0,0
"25611","FT",96.5,592717,"ball",0,1,0.9066,0.9263,0,0
"25619","FF",89.5,468504,"called_strike",0,0,0.1167,2.8312,0,2
"25621","FC",85.5,542881,"called_strike",0,1,0.1943,3.0939,0,0
"25622","FT",92.6,467100,"ball",1,0,-1.033,3.5844,0,0
"25623","SI",87.4,543294,"called_strike",0,0,0.564,2.6152,0,0
"25625","FT",96.4,592717,"called_strike",0,0,0.3871,1.8813,0,0
"25626","CH",84.1,456501,"ball",2,2,-1.0095,1.1038,0,0
"25627","FT",90.3,572971,"called_strike",0,0,0.5138,3.105,0,0
"25632","FF",94.3,453286,"ball",1,2,-0.4602,4.6305,0,1
"25634","FT",94.2,467100,"ball",0,0,-1.5471,3.9768,0,0
"25635","FT",94.2,572140,"ball",0,0,1.0229,2.9119,0,1
"25638","FF",88.7,542881,"called_strike",0,0,-0.7642,1.9045,0,0
"25640","FF",91.9,542881,"ball",3,2,-1.2056,2.1788,0,0
"25641","CH",80.2,664192,"ball",1,1,-0.8779,2.3891,0,2
"25643","SL",81,592761,"called_strike",0,1,-0.0625,1.9039,0,0
"25646","FF",92.2,456034,"ball",0,0,-1.1625,3.0877,0,0
"25647","FT",89.6,572971,"called_strike",0,0,0.7991,2.886,0,0
"25649","FF",96,601713,"ball",0,2,0.9189,2.2355,0,0
"25652","FF",92.9,467100,"called_strike",2,0,-0.1884,2.5072,0,0
"25653","FF",92.2,542881,"ball",2,2,-1.5908,1.5668,0,0
"25654","SI",91.7,664192,"ball",0,1,-0.4007,5.201,0,2
"25655","FT",91.1,456501,"ball",1,0,-1.1523,1.6571,0,0
"25656","FT",96.4,592717,"called_strike",0,0,-0.1447,2.2369,0,0
"25660","FF",92.5,592761,"called_strike",0,0,-0.4288,2.963,0,0
"25661","FT",94.1,572140,"ball",2,2,0.5051,1.5073,0,1
"25663","CU",77.4,572140,"ball",1,2,-1.0338,0.8964,0,1
"25666","FC",85.4,542881,"ball",1,2,-1.8201,1.8805,0,0
"25667","FF",95.7,601713,"called_strike",0,1,0.503,2.6201,0,0
"25668","FF",92.4,467100,"ball",1,0,-1.0998,3.655,0,0
"25669","CH",77.3,664192,"called_strike",0,0,-0.1684,2.8968,0,2
"25672","FT",90.4,456501,"ball",0,0,-1.4898,2.7301,0,0
"25673","FT",88.9,572971,"ball",1,1,0.2377,0.2181,0,0
"25674","FF",92.6,467100,"ball",0,0,0.5041,1.2647,0,0
"25676","FT",92,456034,"ball",1,1,-0.7262,1.5071,0,0
"25677","SL",82.9,547888,"ball",0,0,-0.5004,2.9875,0,0
"25679","FF",93.1,453286,"called_strike",1,0,0.2009,2.1039,0,1
"25680","CU",77.7,572140,"ball",0,2,-0.4387,0.1257,0,1
"25684","CU",80.8,592314,"called_strike",3,2,0.2632,2.4229,0,0
"25685","SI",90.9,664192,"ball",1,2,-0.9569,4.1063,0,1
"25686","FF",89.5,542881,"called_strike",1,0,-0.1411,2.1037,0,0
"25687","SL",80.3,592761,"called_strike",1,0,0.5368,2.959,0,0
"25688","FF",91.7,467100,"ball",3,0,0.7066,1.243,0,0
"25689","FT",88.1,572971,"called_strike",1,0,-0.4066,2.0159,0,0
"25690","SL",84.1,456501,"ball",2,2,1.3248,1.147,0,0
"25692","FC",86.3,456034,"ball",0,1,-0.3432,4.0325,0,0
"25694","FF",92.6,453286,"ball",0,0,-0.1812,4.6772,0,1
"25695","FF",90.6,572140,"called_strike",0,0,0.4627,3.3194,0,1
"25697","FF",92.3,547888,"called_strike",0,0,-0.8581,2.6625,0,0
"25698","CH",83.1,456501,"ball",1,2,-0.6352,0.6044,0,0
"25699","FF",88.5,542881,"ball",0,0,-0.3565,0.2097,0,0
"25701","FT",90.5,456034,"called_strike",0,0,-0.6666,2.5107,0,0
"25703","FT",91.4,467100,"ball",2,0,-1.4172,3.5648,0,0
"25704","FC",86.8,572971,"ball",0,0,0.7262,0.852,0,0
"25705","FF",93,592761,"ball",0,0,0.9276,3.5817,0,0
"25706","SI",90.9,664192,"ball",0,1,1.3866,3.4782,0,1
"25707","SL",80.6,592761,"ball",3,2,0.8242,5.2137,0,0
"25712","SL",85,592662,"called_strike",3,2,-0.8227,3.1406,0,0
"25715","FT",91.3,467100,"ball",1,0,-1.3048,1.2038,0,0
"25717","FT",90.6,467100,"ball",0,0,-1.5112,3.2525,0,0
"25720","CH",77.3,664192,"called_strike",0,0,-0.2071,3.6267,0,1
"25721","FF",91.3,547888,"ball",0,2,-1.3634,3.9497,0,0
"25724","CH",82.6,456501,"ball",0,1,-0.3135,0.8851,0,0
"25725","FF",93.3,592662,"ball",2,2,1.5655,5.0239,0,0
"25727","FF",97.1,592314,"ball",2,2,-1.6323,3.89,0,0
"25728","FF",91.6,640455,"ball",0,2,-0.9157,2.557,0,1
"25729","FF",98.2,592314,"ball",1,2,-0.9247,4.522,0,0
"25731","SI",88.7,450729,"ball",1,1,-0.2256,1.181,0,0
"25732","SL",84.5,592662,"called_strike",2,1,-0.8737,3.3738,0,0
"25734","FF",94.4,592761,"called_strike",3,0,-1.1593,3.1528,0,0
"25735","FT",89.8,456501,"called_strike",0,0,-0.3021,2.0898,0,0
"25738","FF",92.3,547888,"called_strike",0,1,0.5351,2.0034,0,0
"25740","",NA,547888,"called_strike",0,0,NA,NA,0,0
"25742","CH",79.8,664192,"ball",1,2,-0.7932,3.8069,0,1
"25743","SL",87.2,605483,"ball",1,1,-1.3752,2.2818,0,0
"25745","FC",84.2,450729,"ball",0,1,1.0933,2.6839,0,0
"25746","CU",79.5,592314,"ball",0,2,-0.2203,-1.6156,0,0
"25748","FF",93.9,592761,"ball",2,0,-1.1348,2.0802,0,0
"25749","FF",92.2,456701,"ball",0,0,0.89,0.9358,0,1
"25750","FF",98.8,592314,"called_strike",0,1,-0.7929,2.4085,0,0
"25751","CU",71.8,450729,"called_strike",0,0,-0.2702,2.6972,0,0
"25752","SL",80.7,592761,"ball",1,0,-0.9027,1.3678,0,0
"25755","SL",86.6,456501,"called_strike",0,0,0.519,2.3855,0,0
"25757","SL",86.9,519455,"ball",1,1,1.4047,3.0679,0,0
"25758","FF",96.9,605483,"ball",0,1,-0.9645,3.7341,0,0
"25759","FF",90.8,640455,"called_strike",0,0,0.5129,2.4829,0,1
"25760","SI",91.4,664192,"ball",0,2,-1.1528,2.4382,0,1
"25767","FF",91.7,592662,"ball",0,0,1.0425,3.1027,0,0
"25768","FF",95.8,605483,"called_strike",0,0,0.7,2.9316,0,0
"25769","FF",97.5,592314,"called_strike",0,0,-0.3261,2.4789,0,0
"25771","SL",81.3,592761,"ball",0,0,0.7827,3.8121,0,0
"25772","FF",91,519455,"ball",0,0,0.7731,3.4658,0,0
"25774","CH",85.1,622072,"ball",1,0,-0.5599,1.0824,0,0
"25782","SL",87.5,456701,"called_strike",0,0,0.439,1.6516,0,0
"25785","SL",83.6,592662,"called_strike",0,1,-0.3943,2.7861,0,0
"25788","CU",80.3,592314,"called_strike",1,1,-0.1921,1.4984,0,0
"25789","CU",81.5,605483,"called_strike",1,1,-0.53,1.5688,0,0
"25790","CH",85.3,592761,"ball",0,1,1.5813,3.1318,0,0
"25791","FT",91,622072,"ball",0,0,1.4059,2.3876,0,0
"25792","FT",93.1,592717,"ball",0,2,-1.6484,1.2668,0,0
"25794","SL",81.3,592761,"called_strike",0,0,0.7947,3.5824,0,0
"25797","FF",90.3,640455,"ball",2,2,-1.6307,3.0391,0,0
"25798","CU",79.8,592314,"ball",0,1,0.5286,0.0928,0,0
"25801","FF",92.4,592662,"called_strike",0,0,0.2214,2.3883,0,0
"25803","FC",84.8,450729,"ball",2,2,-1.3007,3.0591,0,0
"25807","FF",91.2,640455,"ball",1,2,-0.0736,3.4426,0,0
"25809","FF",97.2,605483,"ball",0,0,-1.2808,1.5756,0,0
"25811","FF",92.6,592662,"ball",3,1,1.5714,2.4042,0,0
"25815","FT",96.2,592717,"called_strike",0,0,-0.1616,2.0423,0,0
"25816","SL",79.7,640455,"ball",0,2,0.0244,0.4477,0,0
"25817","FF",95,592761,"ball",0,2,-0.6916,3.8522,0,0
